MODEL;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY;BATCH_SIZE;EPOCHS;mse;rmse;nrmse;mae;wape;mpe;mape;mdape;smape;smdape;mase;rmspe;rmsse;mre;rae;mrae;std_ae;std_ape;val_mse;val_rmse;val_nrmse;val_mae;val_wape;val_mpe;val_mape;val_mdape;val_smape;val_smdape;val_mase;val_rmspe;val_rmsse;val_mre;val_rae;val_mrae;val_std_ae;val_std_ape;loss;val_loss;Execution_time;Device
TCN_1;{'nb_filters': 128, 'kernel_size': 6, 'nb_stacks': 2, 'dilations': [1, 3, 6, 12], 'dropout_rate': 0};24;144;128;50;321383950000000.0;17927184.0;807.0582;11794684.0;413.2788;29.580818;404.94217;271.15372;197.5547194480896;2.0;50714.734;588.90216;77083.25;404.94217;3086.4458329591935;202125020000000.0;103266577.57422799;3418.192166333373;[8.458524703979492, 0.3408834636211395, 0.19668760895729065, 0.18720950186252594, 0.153042733669281, 0.13164187967777252, 0.13144688308238983, 0.1311761736869812, 0.12946830689907074, 0.1281338483095169, 3684159.75, 2183.590576171875, 2325.214111328125, 247.63693237304688, 311.16607666015625, 70.97161102294922, 68190512.0, 24873.841796875, 10052.06640625, 5875.23486328125, 1349.998291015625, 1497.5264892578125, 1356.500244140625, 86.47322845458984, 110.67477416992188, 27.70275115966797, 1596131.25, 3872.568603515625, 818.5604858398438, 343.20428466796875, 147.16793823242188, 162.39166259765625, 20.978591918945312, 9327037.0, 13623.806640625, 3256.377685546875, 1180.9720458984375, 806.7847290039062, 554.550537109375, 59.76925277709961, 78.98612213134766, 72.32574462890625, 9.627378463745117, 1078409.75, 766.1072387695312, 352.9845886230469, 225.67425537109375, 101.99166107177734, 5163827.0, 3771.0234375];19115.48556470871;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_1;{'nb_filters': 128, 'kernel_size': 6, 'nb_stacks': 2, 'dilations': [1, 3, 6, 12], 'dropout_rate': 0};24;144;256;50;5262646000000.0;2294045.8;103.27492;1592910.4;55.814644;6.3660564;55.273914;38.468517;189.614999294281;2.0;6849.1895;77.86589;9863.93;55.273914;416.8345221852098;27322179000000.0;13046214.661633866;449.39116362975847;[15.272449493408203, 0.6726266145706177, 0.35341066122055054, 0.24552631378173828, 0.22487422823905945, 0.17332454025745392, 0.1881011575460434, 9199275.0, 8333.8447265625, 2336.840576171875, 1590.2158203125, 1023.2697143554688, 742.8230590820312, 524.7193603515625, 370.2156677246094, 269.85504150390625, 219.65367126464844, 182.4163055419922, 82.88099670410156, 72.2183609008789, 46.09786605834961, 24.312877655029297, 15.489485740661621, 11.063660621643066, 7.621307849884033, 2.666684865951538, 17178840.0, 6341.095703125, 4045.063232421875, 2870.228271484375, 1994.7490234375, 1214.041015625, 837.373046875, 551.4916381835938, 613.3104858398438, 210.45716857910156, 259.61431884765625, 166.80311584472656, 106.51712799072266, 39.43135452270508, 97.15803527832031, 8.538475036621094, 14.672309875488281, 12.52336597442627, 4363153.5, 1657.179443359375, 1299.5966796875, 964.0880737304688, 627.0180053710938, 424.48553466796875];8571.428670167923;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_1;{'nb_filters': 128, 'kernel_size': 6, 'nb_stacks': 2, 'dilations': [1, 3, 6, 12], 'dropout_rate': 0};24;144;128;50;994629.56;997.31116;0.044897635;562.6314;0.019714274;-0.002123689;0.02036312;0.011566371;2.0422665402293205;0.011556985;2.4192002;0.036065813;4.288235;0.02036312;0.14723000387280272;5966957600.0;5691.751781292356;0.2079568672356503;[0.20192140340805054, 0.141495019197464, 0.13792912662029266, 0.1347704529762268, 0.13254113495349884, 0.13116952776908875, 0.1303960084915161, 0.12927286326885223, 0.12854091823101044, 0.12810727953910828, 0.12770016491413116, 0.12754903733730316, 0.12723572552204132, 0.12694117426872253, 0.12674160301685333, 0.1265072077512741, 0.12617655098438263, 0.12621144950389862, 0.12581223249435425, 0.1256551295518875, 0.12539294362068176, 0.12526972591876984, 0.12490233033895493, 0.12436166405677795, 0.12434662878513336, 0.12386488914489746, 0.12369398772716522, 0.1234302744269371, 0.12341544032096863, 0.1231698989868164, 0.12305416166782379, 0.12285158783197403, 0.12301207333803177, 0.12287809699773788, 0.12279120832681656, 0.12277993559837341, 0.12247154116630554, 0.12234602123498917, 0.12237648665904999, 0.12220406532287598, 0.12227369844913483, 0.12214306741952896, 0.12213586270809174, 0.12203250080347061, 0.12201544642448425, 0.12194409966468811, 0.12182026356458664, 0.1218559667468071, 0.12196525186300278, 0.12168259173631668];12188.474819660187;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_1;{'nb_filters': 128, 'kernel_size': 6, 'nb_stacks': 2, 'dilations': [1, 3, 6, 12], 'dropout_rate': 0};24;144;128;50;227094.12;476.54395;0.02145338;348.5893;0.0122143645;0.0011728465;0.012401388;0.009332876;1.2434788048267365;0.009332432;1.4988627;0.01706538;2.049042;0.012401388;0.09121922974297876;5664321500.0;2784.136387736233;0.09991259198091863;262535.16;512.38184;0.024352748;382.90228;0.013388226;0.004519962;0.013490744;0.010451352;1.357047725468874;0.010462023;1.7462283;0.018049903;2.3367207;0.013490744;0.10311781484947319;5683198500.0;2732.638120568625;0.09623216868876788;[0.17901793122291565, 0.14150789380073547, 0.12947434186935425, 0.12141737341880798, 0.11129575222730637, 0.10007499158382416, 0.09418808668851852, 0.08806152641773224, 0.08482898771762848, 0.081463523209095, 0.0801701545715332, 0.07695762813091278, 0.07635553181171417, 0.0742998942732811, 0.07278788834810257, 0.07086335122585297, 0.06924110651016235, 0.06826288253068924, 0.0664016529917717, 0.06524186581373215, 0.06455393880605698, 0.06315746158361435, 0.06221802160143852, 0.06136711686849594, 0.060762349516153336, 0.060324396938085556, 0.060012996196746826, 0.05835636332631111, 0.05796429514884949, 0.05790723115205765, 0.05706868693232536, 0.057074546813964844, 0.05693529173731804, 0.056090403348207474, 0.055080290883779526, 0.05502844601869583, 0.05381440371274948, 0.05384696274995804, 0.053060851991176605, 0.051931142807006836, 0.05159875378012657, 0.051757439970970154, 0.051466237753629684, 0.05064742639660835, 0.049331825226545334, 0.0497470423579216, 0.04924094304442406, 0.048791561275720596, 0.04820675402879715, 0.048281338065862656];[0.2052045464515686, 0.17772842943668365, 0.155160591006279, 0.16745206713676453, 0.1485356092453003, 0.13699010014533997, 0.13565336167812347, 0.1293562799692154, 0.11928007751703262, 0.1171204075217247, 0.11482680588960648, 0.10934104770421982, 0.10334926843643188, 0.10011094063520432, 0.09905266016721725, 0.09500528126955032, 0.08965369313955307, 0.08696511387825012, 0.08880294859409332, 0.0897044688463211, 0.09310449659824371, 0.0868808701634407, 0.08501562476158142, 0.08322634547948837, 0.08612961322069168, 0.08511422574520111, 0.08662712574005127, 0.08397440612316132, 0.08451789617538452, 0.0840320736169815, 0.08597785979509354, 0.08461401611566544, 0.08133940398693085, 0.08254994451999664, 0.08103559911251068, 0.08305171877145767, 0.08180437237024307, 0.08082878589630127, 0.08143484592437744, 0.0865357369184494, 0.08101043850183487, 0.08226713538169861, 0.08249351382255554, 0.08174236863851547, 0.08183068037033081, 0.08452363312244415, 0.08234461396932602, 0.08197628706693649, 0.08139900863170624, 0.0828760415315628];15391.293685913086;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_0;{'nb_filters': 128, 'kernel_size': 6, 'nb_stacks': 2, 'dilations': [1, 3, 6, 12, 24], 'dropout_rate': 0};24;288;128;50;178937.98;423.01062;0.01904338;312.8275;0.010963804;-0.0010944059;0.011192798;0.008542533;1.1185338720679283;0.00854091;1.3452252;0.015321134;1.8190364;0.011192798;0.08190640013786508;5003710500.0;2627.6614834031525;0.09606512595374908;194170.39;440.6477;0.020943332;326.97052;0.011432565;0.00036966923;0.011637564;0.008953601;1.1651339009404182;0.008954709;1.4911511;0.015819479;2.0095766;0.011637564;0.08805507063784393;4273373400.0;2625.221739031075;0.09513360457531252;[0.17901910841464996, 0.15033429861068726, 0.14212296903133392, 0.12929083406925201, 0.11894536018371582, 0.1053542047739029, 0.09735545516014099, 0.09129052609205246, 0.08536796271800995, 0.08091054856777191, 0.08027857542037964, 0.07412605732679367, 0.07364855706691742, 0.06986133754253387, 0.06820011883974075, 0.06751804053783417, 0.065452940762043, 0.06287378072738647, 0.06190238147974014, 0.06100462004542351, 0.05947843939065933, 0.058660514652729034, 0.05725423991680145, 0.05739584565162659, 0.05607728287577629, 0.05495180934667587, 0.05375535041093826, 0.05255887657403946, 0.0524909608066082, 0.05172878876328468, 0.05078530311584473, 0.05030536279082298, 0.05012574419379234, 0.04938026890158653, 0.04852108284831047, 0.048412345349788666, 0.04761518910527229, 0.047199320048093796, 0.046070653945207596, 0.04569883272051811, 0.04539571702480316, 0.04566705971956253, 0.04515046998858452, 0.04448939859867096, 0.044041987508535385, 0.04351546987891197, 0.042912792414426804, 0.042347125709056854, 0.042193543165922165, 0.041919052600860596];[0.17753399908542633, 0.1707489788532257, 0.14473913609981537, 0.14601635932922363, 0.12787224352359772, 0.11274149268865585, 0.1022057756781578, 0.09299520403146744, 0.09080245345830917, 0.08863300830125809, 0.09241891652345657, 0.08627723902463913, 0.08810693770647049, 0.09172598272562027, 0.08648074418306351, 0.0861261785030365, 0.08294730633497238, 0.08478724956512451, 0.08414749801158905, 0.08277540653944016, 0.08018946647644043, 0.08154117316007614, 0.08121746778488159, 0.0831717923283577, 0.0839381143450737, 0.08100385963916779, 0.08248663693666458, 0.08018819242715836, 0.07869236916303635, 0.07867733389139175, 0.07785087078809738, 0.07302214205265045, 0.07202419638633728, 0.07077111303806305, 0.07224762439727783, 0.07362450659275055, 0.07292614132165909, 0.07376062870025635, 0.07240139693021774, 0.07214910537004471, 0.07279384881258011, 0.0718904361128807, 0.07374990731477737, 0.07164397835731506, 0.07012373208999634, 0.07100815325975418, 0.07068595290184021, 0.07171580195426941, 0.07059171795845032, 0.0707644522190094];37612.01823449135;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_0;{'nb_filters': 128, 'kernel_size': 6, 'nb_stacks': 2, 'dilations': [1, 3, 6, 12, 24], 'dropout_rate': 0};24;288;128;50;250687.0;500.68652;0.022540247;360.2277;0.012625059;-0.0010273979;0.012859162;0.009494392;1.2855775654315948;0.009493528;1.5490562;0.018076282;2.1530592;0.012859162;0.09431700381563418;5409180700.0;3086.3363379720136;0.11155713089836194;270048.4;519.6618;0.024698755;377.60202;0.013202901;0.001087248;0.013397736;0.0101847835;1.3441369868814945;0.010183908;1.7220564;0.018519443;2.3699207;0.013397736;0.10169042255686427;6338974000.0;3058.9417605005106;0.1088142406313735;[0.347240686416626, 0.15353338420391083, 0.12334657460451126, 0.10743266344070435, 0.09891321510076523, 0.092021144926548, 0.08675432205200195, 0.08265898376703262, 0.07905329018831253, 0.07679211348295212, 0.07415182143449783, 0.07199031859636307, 0.07030535489320755, 0.06871824711561203, 0.06723629683256149, 0.06574133038520813, 0.06484761089086533, 0.06388695538043976, 0.0632990226149559, 0.0620553232729435, 0.06156736612319946, 0.06094358488917351, 0.06004135310649872, 0.05953973904252052, 0.05889803543686867, 0.05848683416843414, 0.057957056909799576, 0.057267289608716965, 0.057213954627513885, 0.05663631483912468, 0.05631799250841141, 0.05604476481676102, 0.055552102625370026, 0.05522238835692406, 0.05514504760503769, 0.054682448506355286, 0.05447966977953911, 0.05419259890913963, 0.05388542264699936, 0.053652048110961914, 0.05350574105978012, 0.05320541933178902, 0.052941907197237015, 0.052824538201093674, 0.05256429687142372, 0.05242232605814934, 0.0521540641784668, 0.05194554477930069, 0.05186964571475983, 0.05175086855888367];[0.2770516276359558, 0.2072276771068573, 0.1868729442358017, 0.16158153116703033, 0.14064759016036987, 0.13160470128059387, 0.12748153507709503, 0.123306505382061, 0.11293375492095947, 0.12280601263046265, 0.10325998067855835, 0.1143379732966423, 0.11651875823736191, 0.10874049365520477, 0.09536413848400116, 0.09888242185115814, 0.10189041495323181, 0.09867624938488007, 0.10000269114971161, 0.09087974578142166, 0.10243678092956543, 0.08989015221595764, 0.09449039399623871, 0.0860448032617569, 0.08943831920623779, 0.09232769906520844, 0.08985903114080429, 0.08673777431249619, 0.08547557145357132, 0.09087386727333069, 0.08739142119884491, 0.08510280400514603, 0.08654334396123886, 0.08564543724060059, 0.08631958812475204, 0.08215261995792389, 0.08364912122488022, 0.08711963146924973, 0.08424834907054901, 0.08313282579183578, 0.08527843654155731, 0.08241529017686844, 0.0831121876835823, 0.0827084630727768, 0.08226244151592255, 0.08220786601305008, 0.08241807669401169, 0.08240956813097, 0.08342035114765167, 0.08173447102308273];37468.41546154022;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
